surface_m2,nb_pieces,latitude,longitude,dist_arret_bus_m,proximite_febus,prix_vente
88,3,43.29392051648407,-0.3743619176744884,392,0,193400.0
94,2,43.30987437906633,-0.348758949819474,55,1,267400.0
87,2,43.30484329774392,-0.3591318859791836,119,0,211500.0
97,4,43.30175710621268,-0.3468279690446131,216,0,219800.0
57,1,43.312846150857176,-0.35103650292679,464,0,113800.0
65,2,43.294557542093045,-0.34506197668399985,280,1,166600.0
113,4,43.30333037739869,-0.3644786455364487,224,1,298000.0
72,3,43.292261133829655,-0.3519843513320662,577,0,132400.0
37,2,43.30277919476586,-0.36294207259172273,132,1,87100.0
97,5,43.293294975340686,-0.3606037313908827,391,0,178400.0
101,5,43.294732812074166,-0.35617483610344886,565,0,175300.0
55,2,43.29470310367587,-0.3487896865744098,554,0,91600.0
129,5,43.30693183694867,-0.3454774959240211,98,0,275900.0
99,5,43.3091590322231,-0.3519517975840644,468,0,174800.0
92,2,43.30541748159723,-0.36246699653498,643,0,157400.0
122,5,43.314129968614914,-0.36235928993168787,528,0,242900.0
126,4,43.30062202332905,-0.35287253095233323,619,0,235300.0
134,4,43.29857137798448,-0.36783668562695093,401,0,269900.0
28,1,43.31197777994836,-0.37168577660605817,364,0,60800.0
126,5,43.297142704285946,-0.3643613352707767,310,0,267700.0
43,1,43.31415411840713,-0.36638283025037754,272,1,111400.0
94,2,43.29227955291787,-0.3661107563863203,95,0,198800.0
122,6,43.314307213014274,-0.3679917674685027,282,1,317300.0
106,5,43.292992677974866,-0.3737372043109091,433,0,210700.0
37,1,43.312496291615055,-0.37446378195799757,249,1,88800.0
129,6,43.30413712550899,-0.345368328307919,325,0,284700.0
47,2,43.314838190310745,-0.3621668059879241,371,0,86200.0
107,5,43.29369732098892,-0.3634702005852095,227,1,287800.0
133,6,43.30473864854123,-0.3546105815192079,588,0,241200.0
99,3,43.31429395831924,-0.36845238336404806,63,1,226300.0
25,1,43.30403125041591,-0.3465011644814932,141,1,63200.0
112,5,43.30647616867711,-0.3514096495675334,237,1,260400.0
78,2,43.30800221984664,-0.3723176699306322,293,1,207300.0
95,2,43.30245444448966,-0.3624725767264521,422,0,178000.0
113,3,43.30643383584193,-0.34862645077313503,519,0,219000.0
109,5,43.30543922917423,-0.34665803933125766,308,0,194300.0
39,2,43.312726634241294,-0.3609779546625039,291,1,96600.0
89,3,43.29304526674785,-0.35659765832367873,452,0,160900.0
100,5,43.298462153360624,-0.36998898161723776,121,0,219300.0
95,4,43.313859464133756,-0.3452649412158907,434,0,177500.0
39,1,43.312476067029486,-0.3680498489584967,625,0,59700.0
45,1,43.30248010531407,-0.3467180467759462,443,0,87700.0
43,2,43.30626304974943,-0.3555106005302289,389,0,84600.0
84,4,43.298379767208566,-0.3567678961536342,87,0,188000.0
117,3,43.296326786673646,-0.35961934466950474,648,0,240900.0
113,3,43.30266506331362,-0.3680799056484672,44,0,272900.0
57,3,43.3001271012446,-0.3697041590398347,202,0,124200.0
73,3,43.30542409057257,-0.36838541372789474,378,0,146200.0
120,5,43.293787896650194,-0.36940685213567237,465,0,204400.0
59,1,43.31441108057632,-0.3516124657929974,209,0,122500.0
68,1,43.31468284712303,-0.3644962422249981,170,0,142600.0
126,6,43.30805771942245,-0.3732647197030981,186,0,255400.0
114,3,43.30433021642592,-0.3459269210957756,55,0,252800.0
35,2,43.299119135174585,-0.3484864234510972,77,1,92000.0
123,5,43.31071728545326,-0.3471674315041436,37,0,247100.0
96,4,43.30774881696874,-0.3451527653206069,374,0,176400.0
134,6,43.295740189604935,-0.3697831425234154,89,1,326200.0
102,3,43.312951325243354,-0.3631127394329202,574,0,180600.0
98,4,43.31091835658723,-0.3522528457288772,132,1,214400.0
90,2,43.31384539800571,-0.35411938145838623,626,0,151900.0
70,2,43.308691548692934,-0.37038312280980434,394,0,123800.0
33,2,43.306108549506526,-0.35052500625028143,304,0,71900.0
27,2,43.30161958983469,-0.36826678284490016,454,0,58800.0
109,5,43.31345275511714,-0.3682854715553213,21,1,253400.0
50,2,43.31191946945851,-0.3588907673131976,210,1,123800.0
96,3,43.293040029412445,-0.3572118019547489,435,0,198100.0
72,2,43.29260644041344,-0.35759741376486565,582,0,117700.0
90,2,43.3006586574382,-0.37225539487806736,207,0,186400.0
94,3,43.31064272660798,-0.3486761741210886,573,0,210900.0
52,2,43.31470735097424,-0.3670319987223388,162,1,131100.0
117,4,43.29545958849538,-0.37111455236151586,216,1,275600.0
50,2,43.3056650064531,-0.34833755760393065,458,0,91800.0
49,2,43.30076048970251,-0.3463304550531074,433,0,79900.0
36,1,43.314308031149736,-0.34913617148203646,441,0,72000.0
29,1,43.31136873523212,-0.35071451775825363,493,0,63700.0
122,5,43.31128156020836,-0.3553427405808293,489,0,217600.0
72,2,43.302779942675286,-0.3584742788817258,140,1,154100.0
61,2,43.30154084855376,-0.3723903972026577,409,0,112600.0
103,3,43.298288362654404,-0.362746403607879,590,0,204700.0
68,1,43.29329663642297,-0.36381934448963055,339,0,130300.0
124,6,43.31188861465387,-0.3672073864871902,406,0,226200.0
39,2,43.31069672320999,-0.35329739658934245,642,0,71400.0
67,3,43.31499350648558,-0.36012372794763686,454,0,131100.0
72,4,43.3149226472527,-0.37256861352277054,218,1,157200.0
111,4,43.30477492922886,-0.36839450394150564,500,0,207300.0
94,4,43.30968671054915,-0.3545022370902121,45,1,225900.0
70,1,43.313729611787295,-0.372716074215291,402,0,129700.0
132,5,43.31154188998558,-0.34946379257853694,639,0,221500.0
67,3,43.29768900634009,-0.36014560418958075,448,0,138500.0
133,4,43.30236251511213,-0.36058240268020053,390,0,247200.0
45,1,43.29497066654849,-0.3572277664602145,358,0,75200.0
47,1,43.313943173626946,-0.3502595710222455,457,0,92200.0
131,6,43.30594201659237,-0.3645657237629342,593,0,257100.0
104,4,43.29725878452658,-0.3546595154232281,89,1,243000.0
71,1,43.307449115741335,-0.35802804108012626,571,0,126400.0
39,1,43.30621694953053,-0.3669891518949174,169,1,90400.0
49,1,43.30023774251475,-0.34864110040934526,444,0,91900.0
60,2,43.294611824620596,-0.35107721935179215,377,0,127700.0
99,5,43.307446183498634,-0.3552464449602472,462,0,188300.0
75,2,43.30396707712079,-0.3494825481271727,248,0,161400.0
39,1,43.30976332300992,-0.3489811739712059,577,0,66900.0
92,3,43.303963760525576,-0.3537491106985489,276,0,179800.0
45,1,43.311600174507326,-0.3498896001490898,139,1,115800.0
37,1,43.30469385729181,-0.3540758561499215,259,0,70300.0
110,3,43.30490157334531,-0.35459577684719096,556,0,222600.0
43,1,43.31216303286114,-0.35644165865354444,499,0,77700.0
58,3,43.301280105922885,-0.35241850081327075,136,1,138300.0
102,5,43.29508235025437,-0.3702418468412078,139,1,273500.0
92,2,43.29266200155521,-0.3485738772240321,563,0,165900.0
76,3,43.309368156880495,-0.348844694167643,184,0,158100.0
134,6,43.30626711968113,-0.3741225815089632,138,1,338100.0
51,1,43.308193834666284,-0.3502254974830571,49,0,110100.0
53,2,43.29689817571471,-0.37113390397579665,101,1,131900.0
52,3,43.2951365439385,-0.36494643437222574,215,1,124000.0
59,2,43.292334527310366,-0.35269475231125175,383,0,104000.0
32,1,43.30006351385255,-0.37017720311855074,91,0,69000.0
40,1,43.30556810679766,-0.3504609892764281,73,1,94100.0
130,5,43.30102161303729,-0.35003597466126773,445,0,265700.0
60,3,43.302061923206544,-0.3597759679871749,514,0,125900.0
54,3,43.31279564997335,-0.374808423848495,123,1,117100.0
42,2,43.30000987574154,-0.3663888560047526,292,0,92800.0
26,1,43.30382175825068,-0.3564921924487277,82,1,62300.0
73,4,43.310024019293046,-0.34556441465917725,83,1,178000.0
101,4,43.30112048399339,-0.35604559418949994,179,1,229600.0
28,2,43.30630799410524,-0.3672058925680752,503,0,53900.0
114,4,43.31183436530117,-0.35597982890701163,319,0,228100.0
113,3,43.31383897434412,-0.35880043860852434,379,0,239800.0
118,4,43.295382690061366,-0.35160463814546566,393,0,217400.0
99,4,43.313311515378714,-0.37179058083519123,357,0,219800.0
31,1,43.30331867474083,-0.35216916292493916,568,0,60900.0
119,3,43.297939620930876,-0.3587620026397167,368,0,235600.0
132,6,43.30256012239348,-0.3461102398842301,430,0,251800.0
98,5,43.31454074923156,-0.3647438350188394,123,1,234500.0
63,1,43.30333021616183,-0.35602134320598156,577,0,115000.0
37,1,43.29956128703661,-0.34703915683469944,511,0,71000.0
55,3,43.306568219649286,-0.3719247081602796,355,0,106800.0
95,2,43.2975233492319,-0.34688314538290643,397,0,176300.0
87,4,43.2937448565465,-0.35436342833097556,547,0,165500.0
80,2,43.29496423360395,-0.3729648882268448,314,0,149400.0
66,2,43.29494505429603,-0.3659710929915955,153,0,140000.0
85,4,43.29549376195078,-0.35375483734064156,373,0,164100.0
66,1,43.295193024970935,-0.37297948195593683,513,0,131900.0
80,4,43.306740119130474,-0.3575348861947118,399,0,167900.0
60,3,43.29618324194118,-0.36462350829141127,618,0,119400.0
108,5,43.29995034751645,-0.3563725344669757,294,1,259300.0
92,4,43.312626133427834,-0.3736277389856246,497,0,180900.0
31,1,43.302901117726044,-0.3488538958154287,125,0,63200.0
78,3,43.307353827985985,-0.34579533092467807,153,1,197000.0
25,1,43.295963357037635,-0.34593366434142925,449,0,51100.0
68,1,43.2964226474326,-0.35251044504771223,523,0,112400.0
69,1,43.29293997817413,-0.37109741279608105,287,0,142400.0
